低駆動電圧でありながら高効率高い駆動安定性有した有機EL素子提供する対向する陽極と陰極の間発光有しこの発光一般１表さインドロカルバゾール化合選ば第１ホストと一般２表さビスカルバゾール化合選ば第２ホスト及び発光ドーパント材料含有する特徴する有機電界発光素子１	0					
低駆動電圧でありながら高効率高い駆動安定性有した有機電界発光有機EL素子提供する対向する陽極と陰極の間形成さた発光下記一般１表さインドロカルバゾール化合選ば第１ホストと下記一般２表さカルバゾール化合選ば第２ホスト及び発光ドーパント材料含有する有機電界発光素子１ここＡｒ２Ａｒ３芳香族炭化水素基でありＬ１直接結合又はフェニレン基でありＬ２o-フェニレン基である	0					
低電圧でありながら高い発光効率高い駆動安定性有した実用有用な有機ＥＬ素子提供する基板陽極有機及び陰極積層さてなる有機電界発光素子該有の少なくとも１i下記一般１表さカルバゾール化合と(ii)１の２のカルボラン基このカルボラン基置換する芳香基有するカルボラン化合含む有機電界発光素子１ここＬ１芳香族炭化水素基芳香複素環基又はこれらの芳香環２〜６つ連結して構成さ連結芳香基でありｐ１〜３の数ｍ２〜４の数である	0					
低電圧でありながら高い発光効率示しかつ高い駆動安定性有した有機ＥＬ素子提供する基板陽極有機及び陰極積層さてなる有機電界発光素子該有の少なくとも１ｉ下記一般１表さビスカルバゾール化合とｉｉ１のカルボラン環とこのカルボラン環結合する芳香基有するカルボラン化合含む有機電界発光素子１ここＲＲ水素芳香族炭化水素基香複素環基アルキル基等でありｍ１〜６の数でありＸ１〜Ｘ３ＮＣ−Ｒ又はＣ−である	0					
低電圧でありながら高い発光効率示しかつ高い駆動安定性有する有機ＥＬ素子提供する基板陽極有機及び陰極積層さてなる有機電界発光素子該有の少なくとも１(i)下記一般１表さ化合と(ii)１の２のカルボラン基このカルボラン基置換する芳香基有するカルボラン化合含む有機電界発光素子である１ここＸ1及びＸ２ＮＲ１ＰＲ２ＯＳＳｅＣＲ３４又はＳｉＲ５６示しＹ単結合又は芳香基である	0					
低電圧でありながら高効率かつ高い駆動安定性有した実用有用な有機ＥＬ素子提供するこの有機ＥＬ素子対向する陽極と陰極の間発光とその他の有機有するであり発光少なくとも２つのホスト材料少なくとも１つの発光ドーパント含有しホスト材料の少なくとも１つインドロカルバゾール骨格１つ又は２つ有する化合物選ばホスト材料であり他の少なくとも１つジベンゾフラン又はジベンゾチオエン置換したカルバゾール化合選ばホスト材料である	0					
低電圧でありながら高効率かつ高い駆動安定性有した実用有用な有機電界発光素子有機ＥＬ素子提供するこの有機電界発光素子対向する陽極と陰極の間発光含み発光２つのホスト材料少なくとも１つの発光ドーパント含有し該２つのホスト材料の１つインドロカルバゾール環１つ有するインドロカルバゾール化合物又はインドロカルバゾール環２つ有するインドロカルバゾール化合選ばホスト材料であり他の１つカルバゾール化合選ばホスト材料である	0					
低電圧でありながら高効率かつ高い駆動安定性有した有機ＥＬ素子提供する対向する陽極と陰極の間１つの発光含む有機電界発光素子少なくとも１つの発光ホスト材料発光ドーパント含有しこのホスト材料(i)インドロカルバゾール環１又は２有するインドロカルバゾール化合なる第１ホストと(ii)カルバゾール環複数有し下記一般３表さ結合構造有するカルバゾール化合なる第２ホスト使用する１	0					
電荷輸送物質とドーパント物質と例えば４−クロロフェニルトリメトキシシランなどの含塩素一炭化水素基置換基有する有機シラン化合と有機溶媒と含む電荷輸送ワニス平坦電荷輸送および上層材料の塗布優れ有機ＥＬ素子適用した場合優れた輝度特性発揮さ薄膜与える	0					
電荷輸送物質とドーパント物質と有機溶媒と含み電荷輸送物質ＮＮ′−ジ１−ナフチルベンジジンＮＮ′−ジ２−ナフチルベンジジンおよびＮ−１−ナフチル−Ｎ′−２−ナフチルベンジジン選ば少なくとも１含む電荷輸送ワニス正孔注入適用した場合耐久性優れる有機ＥＬ素子実現できる電荷輸送薄膜与える	0					
電子緩衝材料含みかつ第１の電極と第１の電極対向する第２の電極と２つの電極の間配設さた発光と発光と第２の電極の間配設さた電子輸送領域及び電子緩衝備える有機ＥＬデバイス開示する本開示の電子緩衝材料含む有機ＥＬデバイス低駆動電圧高発光効率及び優れた寿命有する選択１	0					
