発光効率及び素子寿命改善さた有機電界発光素子提供する解決手段有機電界発光素子１０第１電極ＥＬ１第２電極ＥＬ２及び第１電極ＥＬ１第２電極ＥＬ２との配置さアントラセンコア有する第１ホスト及び窒素含む複素環有する第２ホスト含む発光ＥＭＬ含み発光ＥＭＬ互いに異なる２種類の第１ホスト及び第２ホスト両方含む発光効率及び寿命特性改善さ選択１	0					
１対の電極と発光含む複数の有機化合物有し前記有機化合物前記１対の電極形成さた有機ＥＬ素子開示さて前記発光少なくとも２のリン光ドーパントとホスト化合含ま前記少なくとも２のリン光ドーパントの一方のリン光ドーパントのＬＵＭＯＤ１他方のリン光ドーパントのＬＵＭＯＤ２の差の絶対値０．１０ｅＶ１．００ｅＶであり前記のリン光ドーパントのＬＵＭＯＤ１前記ホスト化合のＬＵＭＯＨの関係および前記他方のリン光ドーパントのＬＵＭＯＤ２前記ホスト化合のＬＵＭＯＨの関係一定の条件満たして	0					
５０ｎｍ〜３００ｎｍの範囲の膜厚有する電荷輸送膜の製造方法であってＮＮ−ジアリールベンジジン誘導体のみなる電荷輸送物質とドーパント物質と有機溶媒と含む電荷輸送膜形成ワニス基塗布する工程と得た塗膜下記Ｓ１示さ焼成温度焼成する工程と備える焼成温度>［２３２．５＋前記膜厚／２０ｎｍ×５Ｓ１	0					
５超原子価ヨウ素化合物と電荷輸送物質と有機溶媒と含む電荷輸送薄膜形成ワニス提供する	0					
ＯＬＥＤデバイス高い透明度又は可視スペクトルの低い吸光透過率>９０Ｔ保持できる組成提供するインク組成であってａポリチオフェンｂ１の金属酸化物ナノ粒子ｃ１のドーパントｄ１の有機溶媒含む液体担体含む組成	0					
インドロカルバゾール化合用いた有機電界発光素子ＥＬ素子提供するこの有機EL素子基板陽極燐光発光含む複数の有機及び陰極積層さて燐光発光正孔輸送電子輸送正孔阻止又は電子阻止一般１表さインドロカルバゾール化合含有する一般１環I及び環II隣接環と縮合する式１ａ及び１ｂ表さ環でありＡＣ−Ｒ又はＮ表し少なくとも一つＮであるＬ置換若しくは未置換の芳香族炭化水素基又は芳香複素環基表し少なくとも一つ２環〜４環の縮合複素環基であるＲ脂肪炭化水素基芳香族炭化水素基又は芳香複素環基示しｐ０〜４ｑ０〜２ｒ１〜４の整数示しＸ１〜Ｘ４芳香族炭化水素基又は芳香複素環基示しｌｍ及びｎ０〜５の整数示す	0					
インドロカルバゾール化合用いた有機電界発光素子EL素子提供する基板陽極燐光発光含む複数の有機及び陰極積層さてなる有機EL素子であって燐光発光正孔輸送電子輸送正孔阻止及び電子阻止選ば有機インドロカルバゾール環の一つのNカルバゾリル基置換し他の一つのN少なくとも１つの芳香族炭化水素基又は芳香複素環基置換した構造のインドロカルバゾール化合含有する有機EL素子である	0					
さらに優れた寿命示す有機ＥＬ素子及び当該有機ＥＬ素子備える電子機器提供するであり陰極陽極及び該陰極と該陽極の間存在する有機含有する有機エレクトロルミネッセンス素子であって該有蛍光発光含み該蛍発光式Ｄ１及びＤ２表さ化合物選ば１であるドーパント材料式１９２１２２及び２３表さ化合物選ば１である第１化合物並びに式２ａ２ｂ及び２ｃ表さ化合物選ば１である第２化合含む有機エレクトロルミネッセンス素子	0					
フッ素原子含有する電荷輸送物質とフッ素原子含有しない電荷輸送物質とヘテロポリ酸なるドーパント物質と有機溶媒と含みフッ素原子含有する電荷輸送物質トリアリールアミン化合とフッ素原子含有するアリールアルデヒド化合とカルボニル基有するフルオレン誘導体とＮ位アルキル基またはエーテル構造含むアルキル基有するカルバゾール誘導体と縮合さて得重量平均分子量１，０００〜２００，０００の重合体でありフッ素原子含有しない電荷輸送物質オリゴアニリン化合である電荷輸送ワニス作製した薄膜陽極発光の間それら接する態様単一用いた場合でも優れた輝度特性および耐久有する有機ＥＬ素子実現できる	0					
フッ素原子含有する電荷輸送物質とフッ素原子含有しない電荷輸送物質とヘテロポリ酸なるドーパント物質と有機溶媒と含みフッ素原子含有する電荷輸送物質トリアリールアミン化合とフッ素原子含有するアリールアルデヒド化合とカルボニル基有するフルオレン誘導体と縮合さて得重量平均分子量１，０００〜２００，０００の重合体でありフッ素原子含有しない電荷輸送物質オリゴアニリン化合である電荷輸送ワニス陽極発光の間それら接する態様単一用いた場合でも優れた輝度特性および耐久有する有機ＥＬ素子実現できる薄膜与える電荷輸送ワニス提供する	0					
